,quote,class,good_or_bad
4382,احس الظ ناس كأن كلهم خير عمد نفس كأن خير ناس,المحبةُ,0
4383,عمر امه تقس سنن ودع الل قلب خير عطء,المحبةُ,0
4384,تحس الظ ندم خير تسء الظ ندم,المحبةُ,0
4385,لحل هزم يكر حول يؤذ بدل شعر حبة دئم اقى,المحبةُ,0
4386,حصل غلب ترد ناس عدي نظم,المحبةُ,0
4387,فضل ناس وضع رفع وعف قدر أنصف قوة,المحبةُ,0
4388,عند لمس جنب طيب نفس ناس نجد خير كثر تره عين وهل,المحبةُ,0
4389,شعر بعد ناس عنك وحش غرب ذكر قرب الل,المحبةُ,0
4390,بقى بين وبين ناس شعر قطع,المحبةُ,0
4391,يكن لدك شيء عطه اخر صدق كلم طيب بسم صدق خلق ناس خلق حسن,المحبةُ,0
4392,سفد ناس كبر صغر علم جهل حقر رأي فقد يكون لده سدد رأي يفق تصر,المحبةُ,0
4393,شيء خلص صئب خير فعل,المحبةُ,0
4394,سحب جيد خير قام سيئ,المحبةُ,0
4395,احس الظ ناس كأن كلهم خير عمد نفس كأن خير ناس,المحبةُ,0
4396,عرف خير لشر لحق بهم,المحبةُ,0
4397,فضل عرف غثة لهف,المحبةُ,0
4398,يكف عمل خير يجب تحس عمل خير,المحبةُ,0
4399,عمل خير خير فهو انس عمل خير ينل جزؤ فهو نصف انس,المحبةُ,0
4400,بقى صنع حصن,المحبةُ,0
4401,خير قول بلا عمل رجل رجل قال فعل,المحبةُ,0
4402,عمل خير لأصدقائك زيدو حبة عمل خير أعدائ صبح صدقاء,المحبةُ,0
4403,يقل شعر ايل اضي قصد,المحبةُ,0
4404,يقل,المحبةُ,0
4405,عبر غضب,كظمِ الغيظُ,0
4406,حكم صمت غضب,كظمِ الغيظُ,0
4407,غضب جنن قصر,كظمِ الغيظُ,0
4408,حجة غضب سيد دمع طفل,كظمِ الغيظُ,0
4409,يكن غضب نصح جيد,كظمِ الغيظُ,0
4410,خلل حيت غضب ناس قلل حرم توج بسء عمل اتر الل عمل فعل لأن غضب كره سيستهلكك,كظمِ الغيظُ,0
4411,علق غضب اشب جعل تكر حتل ذهن ثمن,كظمِ الغيظُ,0
4412,تمس غضب اشب حمل جمر سخن إلقائ احد لكن حرق يدك اول,كظمِ الغيظُ,0
4413,حدث غضب منى أكثر خطب ندم,كظمِ الغيظُ,0
4414,كنت غضب سهل فرب سبب يعد بذر شعر سقت امر كثر خلل سنو اسف سمح شجع احا تدر,كظمِ الغيظُ,0
4415,عند غضب يجب نقل شيئ فعل لاو بجد,كظمِ الغيظُ,0
4416,عقب غضب خطر كثر سبب,كظمِ الغيظُ,0
4417,عند غضب ضفدع عبأ نقع,كظمِ الغيظُ,0
4418,عرف ال شجع حرب حلم غضب صدق حجة,كظمِ الغيظُ,0
4419,حجج غضب غضب دفع عنك حجة ظهر خصم,كظمِ الغيظُ,0
4420,عظم علج لثر غضب ؤجل,كظمِ الغيظُ,0
4421,دائ يكون ورء غضب حجة لكن ندر تكون سلم,كظمِ الغيظُ,0
4422,غضب دمع حزن سلح سلم,كظمِ الغيظُ,0
4423,غضب شكل طور جبن حزن سهل ظهر شكل غضب بدل ظهر ظهر حزن,كظمِ الغيظُ,0
4424,رجل فكر دوم نقم شخص يبق جرح فتح,كظمِ الغيظُ,0
4425,اطع غضب اضع ادب,كظمِ الغيظُ,0
4426,غضب جنن آخر ندم,كظمِ الغيظُ,0
4427,سمر غضب فقط جهل,كظمِ الغيظُ,0
4428,غضب حمض يؤذ وعء يحي شيء اخر يتم سكب,كظمِ الغيظُ,0
4429,غضب جنن ؤقت,كظمِ الغيظُ,0
4430,كتب دوم رسل غضب عدئ رسل,كظمِ الغيظُ,0
4431,تطع جعل غضب فهو تحذ,كظمِ الغيظُ,0
4432,هدئ غضب حجة,كظمِ الغيظُ,0
4433,شخص تطع فكر شكل صحح قبض شدد قتل,كظمِ الغيظُ,0
4434,غضب سمم جسم,كظمِ الغيظُ,0
4435,فلح هوى ولغ طمع,كظمِ الغيظُ,0
4436,عصم الل شيط وحر نار ملك رغب رهب شهة ولغ,كظمِ الغيظُ,0
4437,غضب رجل حلم لأن حلم عرف ال الغ,كظمِ الغيظُ,0
4438,لمؤ ليم جهل,كظمِ الغيظُ,0
4439,بكى علماء بكء اخر عمر غضب غضب تهد عمل سنة سنة سنة ورب غضب قحم صحب قحم قال,كظمِ الغيظُ,0
4440,سمع اكر اخذ وم ضيت,كظمِ الغيظُ,0
4441,احس ناس عقل حرد أحضر ناس جوب غضب,كظمِ الغيظُ,0
4442,سعة غضب عقرب,كظمِ الغيظُ,0
4443,رجل جوع رجل غضب,كظمِ الغيظُ,0
4444,جوب رقق يسك غضب,كظمِ الغيظُ,0
4445,خطو شيخوخ يوم قبل دقق غضب,كظمِ الغيظُ,0
4446,عند تزج غضب ثأر نجب شرس,كظمِ الغيظُ,0
4447,وثق غضب لسل حلم كلب افل تلف,كظمِ الغيظُ,0
4448,غضب وقل حمل عدء فهم صئب,كظمِ الغيظُ,0
4449,ثور غضب فقد سلط نفس,كظمِ الغيظُ,0
4450,نجي خشة الل لسر علن قصد فقر غنى عدل غضب رضا,كظمِ الغيظُ,0
4451,سبل الل وضح يجز خلط غضب كبرياء,كظمِ الغيظُ,0
4452,الف ناس صفع يوم قلل نهم شعر هنة غضب قلل نهم سيد يصب مرض اصب ابك يصب مرض عدل,كظمِ الغيظُ,0
4453,قال ضحك يحر عضل بنم غضب يحر عضل لمذ تعب نفس ھذا صحح غضب حفظ تزن نفس خرج طقت عدو بدل أكل دخل حمض,كظمِ الغيظُ,0
4454,وقت ينس الم طفئ نقم لسم غضب خنق كره صبح اضي يكن,كظمِ الغيظُ,0
4455,وكل منا علم ولد حقق وأن صلة رحم وجب وأن لغش ظلم عدو سبب غضب الل ولك عمل بهذا علم,كظمِ الغيظُ,0
4456,بعد غضب رجل هدئ وعن قضض حيو روض,كظمِ الغيظُ,0
4457,نبغ رقد غضب عتب بيت,كظمِ الغيظُ,0
4458,عند غضب نعج صبح اشد فرس ذئب,كظمِ الغيظُ,0
4459,غلب غضب نصر كبر عدو,كظمِ الغيظُ,0
4460,غرم سرع غضب حرص ضاق إثر غيظ ظهر ضعف مدى غرر سون وو,كظمِ الغيظُ,0
4461,ثور غضب فقد سلط نفس رسطو,كظمِ الغيظُ,0
4462,سجل عرب اسم بلا لقب يعش بفر غضب جذر يلد زمن رست قبل فتح حقب سجل عرب حمد درويش شعر لسط,كظمِ الغيظُ,0
4463,غضب يجب تنع شيء حكم اخر تخذ قرر حدث اخر تخذ فعل فيثاغورس,كظمِ الغيظُ,0
4464,تمل غضب قلب عني اضي فقد فرص حمل حصل حب جدد قبل ربر دي جلس,كظمِ الغيظُ,0
4465,غضب ريح وحد يمك طفئ نور عقل روبر جرن جرسول,كظمِ الغيظُ,0
4466,يرد تمت حكي صمت اتت جرم خرى يرد تمت ذكر يمو غضب سمر لعب خفء بهء طهر,كظمِ الغيظُ,0
4467,فضل لبر جود عسر صدق غضب عفو قدر علي بن ابي طلب,كظمِ الغيظُ,0
4468,غضب عصب يعم انس فهم صحح هات غند,كظمِ الغيظُ,0
4469,عند يطر غضب انس صبح انس دمة خشب تحر خلل صحب فعل غضب انس يحر يشء وفي تجه دمر جعل غضب يحل جمد سكن تحر جحم حمد حمد وسى,كظمِ الغيظُ,0
4470,جهل عرف بست خصل غضب شيء كلم نفع عطة وضع وأن عرف صدق عده إفشاء لسر ثقة بكل علي ابن ابي طلب خلف لسف صحب عرب,كظمِ الغيظُ,0
4471,عقل يؤد دور يكون لجو صحا حمت حول سحب غضب سكب ضعف صبح ذلل تبع عطف عصف سلم عود,كظمِ الغيظُ,0
4472,جوهر مرء كتم فقر يظن ناس عفت انك غني كتم غضب يظن ناس انك راض كتم شدة يظن ناس انك تنعم شفع,كظمِ الغيظُ,0
4473,حكم قوة شخص,القوةُ,0
4474,كلم قوة,القوةُ,0
4475,عقل بشر قوة قوى نفس يست,القوةُ,0
4476,وضع رفع زهد حكم أنصف قوة وعف قدر,القوةُ,0
4477,نهك علم قوة,القوةُ,0
4478,انن زدد قوة عند ندر يد عون حتج وجد نهي ذرع,القوةُ,0
4479,قوة حسن خدم وسل غاي,القوةُ,0
4480,سعد يمكن تكون مال قوة سلط فعل مال قوة سلط,القوةُ,0
4481,كاسل طلب دنا كسل صفة ردئ عبد دنا صفة ردئ سلم حاج دنا خدم دفع عنه تمد رقه فكف سبل قلب تعلق برب يمل دنا سخر خدم جمع مال بنن يكو قوة لحق سيج حمى تحل ذكر الل غدو اصل سلك يجب فعل جعل صحب رهب ليل فرس نهر,القوةُ,0
4482,لأم شيء حية عزي حزن رجء يأس قوة ضعف,القوةُ,0
4483,ضعف غفر فالمغفرة شيم قوي,القوةُ,0
4484,عقد رسخ قوة روح نمو نسب خضع جسد,القوةُ,0
4485,عظم حيت بحر لدي قوة صحراء,القوةُ,0
4486,طغي فرد يمل حقق قوة سلط,القوةُ,0
4487,جهد واصل وليس ذكء قوة فتح طلق قدر كمن,القوةُ,0
4488,يشق لحب طرق سبل تخف ذئب صيد,القوةُ,0
4489,الم ولل مار عيف,القوةُ,0
4490,قوة كقة ضمر مجد كمجد ذكء,القوةُ,0
4491,واضع بدن ضعف أقوياء بلا غرر,القوةُ,0
4492,قوة لحق عند جبه بطل حرف تحل طقة فعل هئل,القوةُ,0
4493,رجل سر حية امم صدر نهض ارخ امم جمع ارخ ظهر رجل نبغ قوياء نفس ارد قوة امم ضعف تقس خصب ناج رجل وفر يهم شرط رجل صحح,القوةُ,0
4494,ظهر حية جزأ قوة قوة جمع ضعف ضعف جمع,القوةُ,0
4495,يرى بعض سمح كسر وأن صمت هزم لكن عرف سمح حاج قوة كبر نقم وأن صمت اقى كلم,القوةُ,0
4496,قوة يكون بعث قلب تكون ضعف,القوةُ,0
4497,عند غلب قوة لحب حب قوة شهد علم سلم,القوةُ,0
4498,عقل بشر قوة قوى نفس يست,القوةُ,0
4499,لهم اعط قوة ندر خئف صنع حرة ضعفاء خلق كرم تردد تقى,القوةُ,0
4500,عدل قوة عجز قوة عدل طغي,القوةُ,0
4501,سبد فرد عجز حول قوة أعو عدء عدل أنصار جور,القوةُ,0
4502,قوة ضعف تكن وحد,القوةُ,0
4503,تحد أكد قوة بشر كان,القوةُ,0
4504,قوة شخص فرد نبذ فرد,القوةُ,0
4505,لين قوة رئع اقى قوة نفس لنه ظهر وضع رحم وضع جمل احس جمل لنه ينف غرر عنه وكل شيء قوة كان لشء رحم فهو وضع الل ناس قون هلك,القوةُ,0
4506,صبح فكر قوة عند سول جماهير,القوةُ,0
4507,قوة سرد قوة,القوةُ,0
4508,حمل ثقف انس حمل حضر جمع عنى ثقف قوة ذتي كسب نشئ حضر فهي قوة طبع طرق علم علم كنولوج مدن كله نمي حضر,القوةُ,0
4509,اهم عنصر قوة امة جود علم ونز قضئ وحس خير قدت حرب فسد ستى,القوةُ,0
4510,كانت عصا يدي لحق فمي,القوةُ,0
4511,اقى ضعفاء نسى ضعف,القوةُ,0
4512,عدل قوة عجز قوة عدل بدة,القوةُ,0
4513,قول حكم قوة شخص,القوةُ,0
4514,كلم شخص قوة,القوةُ,0
4515,صمت وجه سيء حكم وليس ضعف,القوةُ,0
4516,قوة تأت فوز بخض جرب رور صعب عدم سلم,القوةُ,0
4517,صرر نجح سبب قوي وصل دئم قمة,القوةُ,0
4518,شخص قوي يؤم شيء يرم وأن لغد جمل نهي ستكون سعد,القوةُ,0
4519,قوة لحق لحق قوة,القوةُ,0
4520,اقى شجر رفع شقق صخر,القوةُ,0
4521,لسل قوة حلق ضعف,القوةُ,0
4522,لحق قوة حكم تكون ضعف,القوةُ,0
4523,يمكن قول شخص ادو قدر قنع,القوةُ,0
4524,انس شخص قوة يجه ازم بتك يف يجب كبت ضيع,القوةُ,0
4525,تطع عرف شخص انس يقل اخر يقل عنه اخر,القوةُ,0
4526,كنت ترد تكون شخص حبب جمع يجب وفق علم شيء كثر رغم عرف تمم عرف,القوةُ,0
4527,كتب قرؤ مرء حدد شخص مرء نفس,القوةُ,0
4528,نمو وهب هدء سكن نمو شخص بخض عرك حية,القوةُ,0
4529,سلم غيب حرب فضل قئم قوة شخص,القوةُ,0
4530,حدى انس لده خسر,القوةُ,0
4531,جهد واصل وليس ذكء قوة فتح طلق قدر كمن,القوةُ,0
4532,تحد نظر طلق حية لفت ورء,القوةُ,0
4533,عظم شيء تفق انس تحد,القوةُ,0
4534,احس وسل غلب صعب خرق,القوةُ,0
4535,حية تحد فقم بمواجهته,القوةُ,0
4536,يمكن لأي شخص يعل خط تحد حقق نفذ,القوةُ,0
4537,قم قيم نقط قوة ضعف ذتك ضع تصر وضح علج نقط ضعف تنم نقط قوة,القوةُ,0
4538,يجب نكن جبناء تهر وإن شجع قلل شجع جبن كثر فئد,القوةُ,0
4539,يجد نفس شجع كفي خطر حقق شيئ حيت,القوةُ,0
4540,يمكن لكل حلم صبح حقق وفر شجع سعي ورء حقق,القوةُ,0
4541,خفي تعة حية يكن لدي شجع جرب شيء,القوةُ,0
4542,عقل شجع دئم فكر,القوةُ,0
4543,شجع ملك قوة رار شجع سمر عند ملك قوة,القوةُ,0
4544,شجع تقل عقد شجع عقد تقل,القوةُ,0
4545,شجع نقم حمل صبر,القوةُ,0
4546,يجب علي بنء سدد شجع واج طوف خوف,القوةُ,0
4547,احي خطة ولى خطة صعب تقد خطو فقط ولي لدك شجع كفي لأن تبع حسس,القوةُ,0
4548,حكم لجد جهد,النشاطُ,0
4549,حكم عمل,النشاطُ,0
4550,حزن صدأ غشى نفس عمل نشط نق نفس صقل يخل صها حزن,النشاطُ,0
4551,عرق نجح,النشاطُ,0
4552,عمل صبح يسو ذهب,النشاطُ,0
4553,عمل صنع كثر نجح,النشاطُ,0
4554,عمل ثمن دفع قبل ساح شغل سطح ارض,النشاطُ,0
4555,بطل رذل,النشاطُ,0
4556,علم صمت ثني حسن ماع ثلث حفظ ربع عمل خمس نشر,النشاطُ,0
4557,عقد قعد بسط عمل كنت فعل شيء سهل اول يمك حقق كثر قدم,النشاطُ,0
4558,قبل صنع قلم سوك عمل عزل عقل درش نطق رصص,النشاطُ,0
4559,حية بلا عمل عبء حمل,النشاطُ,0
4560,صدق أجمل حكم شيء امل الا رزق عمل,النشاطُ,0
4561,هدف نهي حية فعل وليس علم علم بلا عمل يسو شيئ,النشاطُ,0
4562,علم عمل,النشاطُ,0
4563,رجل صرح قول إخلاص عمل,النشاطُ,0
